error,0.cx,0.cy,0.r,1.cx,1.cy,1.r,2.cx,2.cy,2.r
0.04157276896324788,0.0,0.0,1.0,1.0626523458643025,0.0,0.7607609838474471,0.5159236523332872,0.9276596017129157,0.6396762000239069
0.05139551226217386,0.0,0.0,1.0,1.0658966697233752,0.0,0.7392863343407241,0.5262745329002604,0.9244591328299764,0.623620214531838
0.059981436444962136,0.0,0.0,1.0,1.0796673608817635,0.0,0.771743253297005,0.5255102696652542,0.920867634794218,0.6174746572754797
0.05022859100818178,0.0,0.0,1.0,1.0803567052572223,0.0,0.7568061062489072,0.5233655573596115,0.9244148096523755,0.6564891780833496
0.04717737575271431,0.0,0.0,1.0,1.069475849189454,0.0,0.7440099227545303,0.5339209621286296,0.9259168010769397,0.6274992026621734
0.04326384771650549,0.0,0.0,1.0,1.0866661265560078,0.0,0.7674043872236054,0.5237650785186184,0.9146108226553643,0.6316006194812955
0.05282314755077096,0.0,0.0,1.0,1.069340213143244,0.0,0.7730080834995259,0.5289476697561043,0.9302235594093182,0.6493476520784265
0.05740682463807471,0.0,0.0,1.0,1.0766934735285825,0.0,0.7396551514428126,0.5321206805018851,0.9189633253207211,0.6413545159344346
0.05303261012101047,0.0,0.0,1.0,1.075782182815312,0.0,0.7772066681476988,0.5298905682543511,0.9202679542473219,0.6273119375569108
0.05249602333558858,0.0,0.0,1.0,1.0802316827876137,0.0,0.7425837135357881,0.5342345094813596,0.9223806295483779,0.638983442703538
0.052369602268478005,0.0,0.0,1.0,1.0793022343189216,0.0,0.7769447247496408,0.5322263839815541,0.923507252017976,0.626196218764841
0.05368878630547537,0.0,0.0,1.0,1.0798915048213193,0.0,0.7638259796054567,0.530458135297596,0.9266090535118365,0.6602353914731048
0.046402481250556786,0.0,0.0,1.0,1.0681613058591395,0.0,0.7502878469341353,0.5420788926973072,0.9280485966372052,0.6293416196273657
0.04344358182171244,0.0,0.0,1.0,1.0850982769271647,0.0,0.7734550633186439,0.5321974668651783,0.9171237784730677,0.6331479430609374
0.05226437356892756,0.0,0.0,1.0,1.0886480330317474,0.0,0.7451020479137829,0.5358116514764015,0.9188109435536113,0.6427602188253749
0.04405452616449368,0.0,0.0,1.0,1.0639905873677118,0.0,0.7705982321932454,0.539988741845512,0.9215552437293366,0.6353142522704344
0.048082954380509635,0.0,0.0,1.0,1.0700976561269286,0.0,0.7426847643359045,0.5425583005304847,0.9122785795263515,0.6288431227082809
0.0633827786133268,0.0,0.0,1.0,1.0692019063797682,0.0,0.7741622017617706,0.5407692352230007,0.9134380613452797,0.6171517173741143
0.046913897306426304,0.0,0.0,1.0,1.0700204537430607,0.0,0.7583343492587097,0.5387011721578622,0.9175051470761896,0.6583403752825359
0.04841442467527621,0.0,0.0,1.0,1.0728308036807686,0.0,0.769194325904527,0.5428756252148013,0.9182129054980971,0.6277677796647978
0.047664152311597346,0.0,0.0,1.0,1.073379804997617,0.0,0.7571029677558383,0.5412898292589426,0.9211041803685556,0.659250507145699
0.047167391381877144,0.0,0.0,1.0,1.076220982918834,0.0,0.7681425769384366,0.5455169559183981,0.9218055332671667,0.6281874867666735
0.04659385860042254,0.0,0.0,1.0,1.0767075270465136,0.0,0.7564210020926545,0.5439848676488989,0.9245481051612793,0.6588898114290588
0.0473996294357133,0.0,0.0,1.0,1.0794626023862115,0.0,0.767212489655606,0.5481022434173676,0.9252055790243162,0.6285195586478054
0.045785819388260006,0.0,0.0,1.0,1.0831523376035377,0.0,0.7606497883642273,0.5404066697970578,0.9073353015973546,0.6543196230612719
0.04261365981369065,0.0,0.0,1.0,1.0730819001938254,0.0,0.7490704252343995,0.5506465429679921,0.9084119358514549,0.6281337926950725
0.0583769739530873,0.0,0.0,1.0,1.0749010074379433,0.0,0.7765531673200284,0.5412686687603442,0.9040042748834317,0.6232531679648765
0.05006977635037047,0.0,0.0,1.0,1.0757835404686258,0.0,0.7618223651142608,0.5393609760268043,0.9077564923675195,0.6611261531560564
0.044644781553962995,0.0,0.0,1.0,1.0648662213550277,0.0,0.7494693108330507,0.5506693303521205,0.9089603378164305,0.6323631995744807
0.04275978485577308,0.0,0.0,1.0,1.0814274102119021,0.0,0.7714984399180919,0.5408986873322642,0.8986122599935755,0.6361767295078531
0.051191147439408134,0.0,0.0,1.0,1.068985283417045,0.0,0.7679044728606125,0.5376061144646601,0.9068807173793989,0.661651895187936
0.04362295052599058,0.0,0.0,1.0,1.0577689532681078,0.0,0.755294865889743,0.5492809486289729,0.9081333229592409,0.6323025778390203
0.04887163534004044,0.0,0.0,1.0,1.074092281420612,0.0,0.7768316081195755,0.5398000352339704,0.8981664492187676,0.6359001727800783
0.05493957532281776,0.0,0.0,1.0,1.0781849201523952,0.0,0.7450176138412442,0.5440620717886899,0.9000627355401083,0.6468406125271808
0.05441523023393062,0.0,0.0,1.0,1.077519181396172,0.0,0.7809039711344671,0.5420192786965404,0.9014918509986365,0.6332573258674751
0.05374552278670529,0.0,0.0,1.0,1.0821028135444408,0.0,0.745489156886141,0.5467514454091656,0.9036021487432585,0.6454570372415449
0.05304838473202157,0.0,0.0,1.0,1.0813868199784678,0.0,0.7806240841802077,0.5447745998059699,0.90493549910227,0.6322379868540416
0.052425814938540094,0.0,0.0,1.0,1.0858269902619007,0.0,0.7460906394161764,0.549370207302283,0.9069585184994474,0.644130762600423
0.05177690053679396,0.0,0.0,1.0,1.0850672129653205,0.0,0.7803886708521894,0.5474631063795388,0.9081991241162813,0.631299549987691
0.05119474087907769,0.0,0.0,1.0,1.0893748313938598,0.0,0.746675891353108,0.5519326553103673,0.9101414433331625,0.6429081110803347
0.05104039145259946,0.0,0.0,1.0,1.0885765281312958,0.0,0.7801922061675147,0.5500905123936005,0.9112974579096994,0.6304368952279491
0.0553902012914148,0.0,0.0,1.0,1.0892567395712176,0.0,0.767374310193022,0.5485059173789609,0.9143740402067629,0.663599707524466
0.04550343773533101,0.0,0.0,1.0,1.0770382520315327,0.0,0.7536574926331224,0.5612905547247482,0.9154950811341136,0.6319578009920273
0.038023330238296245,0.0,0.0,1.0,1.0543667411759783,0.0,0.7675280732541427,0.550123314740941,0.9058193624461726,0.6414371787241037
0.051719324772974765,0.0,0.0,1.0,1.0597475929820996,0.0,0.7435204287540255,0.5524638321591667,0.8975909750246539,0.6359668823121998
0.06034855477185823,0.0,0.0,1.0,1.0590002820180295,0.0,0.7772987694521876,0.550625476007639,0.8990901251966829,0.6231788561408078
0.049989415443699406,0.0,0.0,1.0,1.0599627413095178,0.0,0.7620191491315323,0.5488023399293981,0.9032640170664111,0.6622866076405342
0.050519901051343845,0.0,0.0,1.0,1.0630536020575574,0.0,0.7737700649900896,0.5534452900117247,0.9039640742258147,0.6298089706811542
0.04969976517280226,0.0,0.0,1.0,1.0637834181897312,0.0,0.7610101457850469,0.5519194983910672,0.9072747330196781,0.6625804663087779
0.04908869803973863,0.0,0.0,1.0,1.0668341662996033,0.0,0.7726983801935611,0.5565190747045001,0.9079408799771763,0.6302878832457403
0.04839508988690027,0.0,0.0,1.0,1.0674884363551673,0.0,0.7603640737169701,0.5550509858985915,0.9110731607630179,0.662166143575289
0.0478166024228288,0.0,0.0,1.0,1.0704329754376924,0.0,0.7717480391162634,0.5595141970026322,0.9116869011433877,0.6307168255207681
0.04717158779448237,0.0,0.0,1.0,1.071020040866834,0.0,0.7597930932075919,0.5580983425926127,0.9146611649771879,0.6618011172514483
0.04662996985214837,0.0,0.0,1.0,1.073866007030437,0.0,0.7708929147171947,0.5624348697214895,0.9152265026169252,0.6311433755629294
0.04617608724878931,0.0,0.0,1.0,1.0743922618134145,0.0,0.7592901315930763,0.5610679599474191,0.918056389394282,0.6614856774119482
0.04450932366038257,0.0,0.0,1.0,1.0818255761110207,0.0,0.7644399609388728,0.5574184427726687,0.911643780591499,0.6313430535138256
0.04347251846357028,0.0,0.0,1.0,1.068516816155389,0.0,0.7613612269737589,0.5542785078896154,0.9198592557526593,0.6579282792952116
0.04585747106350033,0.0,0.0,1.0,1.0755075259108569,0.0,0.7660990967002975,0.5508255510206542,0.9138873749773022,0.6295182875915478
0.0479601431021167,0.0,0.0,1.0,1.0760408092161038,0.0,0.7546719249193516,0.5493579771591753,0.9165984185366419,0.6593521035297085
0.0579301357854608,0.0,0.0,1.0,1.0753813523362807,0.0,0.7859402667212756,0.5477077741225606,0.9178049994986534,0.6473203613522112
0.04662529664755508,0.0,0.0,1.0,1.083567840023303,0.0,0.7493178282754254,0.551675507766303,0.9052499714091589,0.6393958367119438
0.045927301812436004,0.0,0.0,1.0,1.061734760950603,0.0,0.7721640779561857,0.5559032281636458,0.9077688355741145,0.6328868277127561
0.04965255903090064,0.0,0.0,1.0,1.0623501761263698,0.0,0.760584520670032,0.5545345611324032,0.9107238034752959,0.6626944674691387
0.04850642430833299,0.0,0.0,1.0,1.0654078767571673,0.0,0.7722658880927449,0.5591117636653793,0.9113665036896508,0.6304319998268465
0.047867602042296266,0.0,0.0,1.0,1.0660116047277877,0.0,0.7601159462544798,0.5576872631340438,0.9144465435712034,0.6619503507676358
0.04730050476501678,0.0,0.0,1.0,1.0689314217120356,0.0,0.7713787929562802,0.5620845925081153,0.9150286826792084,0.6308426644060285
0.047317819332870936,0.0,0.0,1.0,1.0694718343168883,0.0,0.7595888032428643,0.5607094607946657,0.9179582945457454,0.6616083267889289
0.04447581378793265,0.0,0.0,1.0,1.0771332676365666,0.0,0.7648386451939314,0.5569870110647309,0.911467327376955,0.6307076704019902
0.04990293585943796,0.0,0.0,1.0,1.0776562724567245,0.0,0.75377383921187,0.5555975612963677,0.9140869167137601,0.6596519572564553
0.05636873711614925,0.0,0.0,1.0,1.0769962662910035,0.0,0.7863211880315659,0.553913519759652,0.915357047574043,0.6471606113725121
0.04615250991612206,0.0,0.0,1.0,1.084960583450129,0.0,0.7507064018734725,0.5578403416553972,0.903041367042569,0.6395445980622572
0.04662657570080533,0.0,0.0,1.0,1.0633968301318015,0.0,0.7733769190321685,0.5622031142427262,0.9054783307599416,0.633235385604403
0.0489125610989365,0.0,0.0,1.0,1.0640340355968374,0.0,0.761633746295745,0.5608665216534405,0.9085016208926411,0.6635015962274273
0.04794344145515786,0.0,0.0,1.0,1.0670430095905947,0.0,0.7732081843584244,0.5654342890765847,0.9090797041861118,0.6317514039475688
0.04794078655672565,0.0,0.0,1.0,1.0676516984720492,0.0,0.7612047908329305,0.564079227694149,0.9121374225131702,0.6629068731704253
0.045032920095297635,0.0,0.0,1.0,1.0755246003993366,0.0,0.7665301583219395,0.5603527708874642,0.9056434227412244,0.6316055044996756
